30,"[[691.0452270507812, 313.380126953125, 707.6537475585938, 358.5826416015625], [683.4635620117188, 309.5450744628906, 699.5407104492188, 359.9016418457031], [675.9164428710938, 312.6890563964844, 692.2406616210938, 358.5946960449219]]"
31,"[[653.1238403320312, 495.21185302734375, 753.8213500976562, 550.2025756835938]]"
32,"[[660.874755859375, 305.4568176269531, 678.27294921875, 356.0035095214844]]"
33,"[[643.4498291015625, 525.8414306640625, 769.443359375, 605.0689697265625]]"
34,"[[613.3067626953125, 255.1220703125, 636.3590087890625, 336.04498291015625]]"
35,"[[200.52230834960938, 661.0052490234375, 1053.7427978515625, 720.0]]"
36,"[[635.4073486328125, 564.4700317382812, 798.686767578125, 676.6417846679688]]"
37,"[[201.29019165039062, 664.0662841796875, 1042.6864013671875, 720.0]]"
38,"[[196.22482299804688, 659.3449096679688, 1045.2646484375, 720.0], [246.5872802734375, 661.5291748046875, 1086.2506103515625, 720.0], [234.49639892578125, 660.5618286132812, 1088.080078125, 720.0]]"
39,"[[669.5267944335938, 283.082275390625, 691.6550903320312, 339.7762451171875]]"
40,"[[693.1929321289062, 276.9002380371094, 718.2747192382812, 341.8655090332031], [699.2710571289062, 276.54010009765625, 721.4462280273438, 339.03009033203125]]"
41,"[[708.4683227539062, 279.5264892578125, 729.5957641601562, 340.54541015625], [712.5863037109375, 277.9829406738281, 737.022705078125, 343.5870056152344], [717.8212280273438, 279.1286926269531, 741.2284545898438, 342.8330993652344]]"
42,"[[732.29736328125, 275.6243591308594, 755.7301025390625, 343.3192443847656]]"
43,"[[744.638916015625, 279.99017333984375, 765.5977783203125, 345.438720703125]]"
44,"[[863.2319946289062, 306.80755615234375, 883.8811645507812, 366.09075927734375], [870.8470458984375, 310.571533203125, 890.082275390625, 370.84033203125], [879.1822509765625, 311.96685791015625, 897.7037353515625, 376.084716796875]]"
45,"[[763.391845703125, 297.9229736328125, 785.5560302734375, 358.8704833984375]]"
46,"[[896.2780151367188, 314.1114501953125, 916.0990600585938, 383.17303466796875], [905.0895385742188, 317.41607666015625, 924.2305297851562, 386.783447265625], [914.6527709960938, 317.6232604980469, 933.7854614257812, 389.4654846191406], [925.4336547851562, 324.9853515625, 943.0512084960938, 390.5479736328125]]"
47,"[[772.7122802734375, 290.6588134765625, 797.989990234375, 364.2291259765625]]"
48,"[[792.307373046875, 301.7647705078125, 815.2030029296875, 370.0435791015625]]"
49,"[[983.9257202148438, 319.94482421875, 1006.7142944335938, 401.666259765625]]"
